,word,category
1453,Clustering Algorithms,AI/ML
1454,K-Means,AI/ML
1455,Hierarchical Clustering,AI/ML
1456,DBSCAN,AI/ML
1457,Spectral Clustering,AI/ML
1458,Gaussian Processes,AI/ML
1459,Kernel Methods,AI/ML
1460,Radial Basis Function,AI/ML
1461,RBF,AI/ML
1462,SVM Kernels,AI/ML
1463,Polynomial Kernel,AI/ML
1464,Sigmoid Kernel,AI/ML
1465,Graph Neural Networks,AI/ML
1466,GNN,AI/ML
1467,Knowledge Graphs,AI/ML
1468,Ontologies,AI/ML
1469,Semantic Web,AI/ML
1470,RDF,AI/ML
1471,SPARQL,AI/ML
1472,Ontology Learning,AI/ML
1473,Rule-Based Systems,AI/ML
1474,Expert Systems,AI/ML
1475,Fuzzy Logic,AI/ML
1476,Genetic Algorithms,AI/ML
1477,Evolutionary Algorithms,AI/ML
1478,Particle Swarm Optimization,AI/ML
1479,Ant Colony Optimization,AI/ML
1480,Simulated Annealing,AI/ML
1481,Tabu Search,AI/ML
1482,Swarm Intelligence,AI/ML
1483,Multi-Objective Optimization,AI/ML
1484,Pareto Optimality,AI/ML
1485,Constraint Satisfaction Problems,AI/ML
1486,Satisfiability,AI/ML
1487,SAT,AI/ML
1488,Linear Programming,AI/ML
1489,Integer Programming,AI/ML
1490,Mixed-Integer Programming,AI/ML
1491,Quadratic Programming,AI/ML
1492,Convex Optimization,AI/ML
1493,Non-Convex Optimization,AI/ML
1494,Gradient-Based Optimization,AI/ML
1495,Hessian Matrix,AI/ML
1496,Jacobian Matrix,AI/ML
1497,Automatic Differentiation,AI/ML
1498,Backpropagation Through Time,AI/ML
1499,BPTT,AI/ML
1500,Vanishing Gradients,AI/ML
1501,Exploding Gradients,AI/ML
1502,Weight Initialization,AI/ML
1503,Xavier Initialization,AI/ML
1504,He Initialization,AI/ML
1505,LeCun Initialization,AI/ML
1506,Batch Normalization,AI/ML
1507,Layer Normalization,AI/ML
1508,Group Normalization,AI/ML
1509,Instance Normalization,AI/ML
1510,Weight Decay,AI/ML
1511,Early Stopping,AI/ML
1512,Learning Rate Schedulers,AI/ML
1513,Step Decay,AI/ML
1514,Exponential Decay,AI/ML
1515,Cosine Annealing,AI/ML
1516,Cyclical Learning Rates,AI/ML
1517,One-Cycle Learning,AI/ML
1518,Warm Restarts,AI/ML
1519,Curriculum Learning,AI/ML
1520,Self-Supervised Learning,AI/ML
1521,Contrastive Learning,AI/ML
1522,SimCLR,AI/ML
1523,MoCo,AI/ML
1524,BYOL,AI/ML
1525,SwAV,AI/ML
1526,Knowledge Distillation,AI/ML
1527,Model Compression,AI/ML
1528,Pruning,AI/ML
1529,Quantization,AI/ML
1530,Low-Rank Factorization,AI/ML
1531,Distillation,AI/ML
1532,Neural Architecture Search,AI/ML
1533,NAS,AI/ML
1534,AutoML,AI/ML
1535,Hyperparameter Optimization,AI/ML
1536,Optuna,AI/ML
1537,Hyperopt,AI/ML
1538,Ray Tune,AI/ML
1539,Feature Stores,AI/ML
1540,Data Versioning,AI/ML
1541,Model Versioning,AI/ML
1542,Experiment Tracking,AI/ML
1543,MLflow,AI/ML
1544,Weights & Biases,AI/ML
1545,Neptune,AI/ML
1546,Comet,AI/ML
1547,DVC,AI/ML
1548,Data Version Control,AI/ML
1549,Model Monitoring,AI/ML
1550,Drift Detection,AI/ML
1551,Concept Drift,AI/ML
1552,Data Drift,AI/ML
1553,Model Retraining,AI/ML
1554,Continuous Learning,AI/ML
1555,Active Learning,AI/ML
1556,Human-in-the-Loop,AI/ML
1557,Crowdsourcing,AI/ML
1558,Labeling,AI/ML
1559,Annotation,AI/ML
1560,Data Labeling Tools,AI/ML
1561,Label Studio,AI/ML
1562,Prodigy,AI/ML
1563,Snorkel,AI/ML
1564,Weak Supervision,AI/ML
1565,Semi-Supervised Learning,AI/ML
1566,Self-Training,AI/ML
1567,Co-Training,AI/ML
1568,Multi-View Learning,AI/ML
1569,Ensemble Learning,AI/ML
1570,Bagging,AI/ML
1571,Boosting,AI/ML
1572,Stacking,AI/ML
1573,Voting Classifiers,AI/ML
1574,Model Averaging,AI/ML
1575,Blending,AI/ML
1576,Calibration,AI/ML
1577,Platt Scaling,AI/ML
1578,Isotonic Regression,AI/ML
1579,Confidence Intervals,AI/ML
1580,Prediction Intervals,AI/ML
1581,Uncertainty Estimation,AI/ML
1582,Bayesian Neural Networks,AI/ML
1583,Monte Carlo Dropout,AI/ML
1584,Ensemble Uncertainty,AI/ML
1585,Adversarial Attacks,AI/ML
1586,Robustness,AI/ML
1587,Adversarial Training,AI/ML
1588,Defensive Distillation,AI/ML
1589,Certified Robustness,AI/ML
1590,Fairness Metrics,AI/ML
1591,Disparate Impact,AI/ML
1592,Equal Opportunity,AI/ML
1593,Demographic Parity,AI/ML
1594,Bias Detection,AI/ML
1595,Bias Mitigation,AI/ML
1596,Counterfactual Fairness,AI/ML
1597,Causal Inference,AI/ML
1598,Do-Calculus,AI/ML
1599,Pearl's Causal Model,AI/ML
1600,Instrumental Variables,AI/ML
1601,Propensity Score Matching,AI/ML
1602,Difference-in-Differences,AI/ML
1603,Synthetic Control,AI/ML
1604,Causal Graphs,AI/ML
1605,Directed Acyclic Graphs,AI/ML
1606,DAG,AI/ML
1607,Structural Equation Models,AI/ML
1608,SEM,AI/ML
1609,Granger Causality,AI/ML
1610,Time Series Forecasting,AI/ML
1611,AR,AI/ML
1612,MA,AI/ML
1613,ARMA,AI/ML
1614,ARIMA,AI/ML
1615,SARIMA,AI/ML
1616,VAR,AI/ML
1617,VECM,AI/ML
1618,State Space Models,AI/ML
1619,Kalman Filter,AI/ML
1620,Particle Filter,AI/ML
1621,GP,AI/ML
1622,Bayesian Optimization,AI/ML
1623,Acquisition Functions,AI/ML
1624,Expected Improvement,AI/ML
1625,Probability of Improvement,AI/ML
1626,Upper Confidence Bound,AI/ML
1627,UCB,AI/ML
1628,Thompson Sampling,AI/ML
1629,Multi-Fidelity Optimization,AI/ML
1630,Surrogate Models,AI/ML
1631,Gaussian Process Regression,AI/ML
1632,Random Forest Surrogate,AI/ML
1633,Neural Network Surrogate,AI/ML
1634,BNN,AI/ML
1635,Variational Inference,AI/ML
1636,Markov Chain Monte Carlo,AI/ML
1637,MCMC,AI/ML
1638,Hamiltonian Monte Carlo,AI/ML
1639,HMC,AI/ML
1640,No-U-Turn Sampler,AI/ML
1641,NUTS,AI/ML
1642,Variational Autoencoders,AI/ML
1643,VAE,AI/ML
1644,Normalizing Flows,AI/ML
1645,Real NVP,AI/ML
1646,Glow,AI/ML
1647,Autoregressive Models,AI/ML
1648,PixelCNN,AI/ML
1649,PixelRNN,AI/ML
1650,WaveNet,AI/ML
1651,Transformer-based Models,AI/ML
1652,BERT,AI/ML
1653,GPT,AI/ML
1654,T5,AI/ML
1655,XLNet,AI/ML
1656,RoBERTa,AI/ML
1657,DistilBERT,AI/ML
1658,ALBERT,AI/ML
1659,ELECTRA,AI/ML
1660,Longformer,AI/ML
1661,Reformer,AI/ML
1662,BigBird,AI/ML
1663,Performer,AI/ML
1664,Sparse Transformers,AI/ML
1665,Vision Transformers,AI/ML
1666,ViT,AI/ML
1667,DeiT,AI/ML
1668,Swin Transformers,AI/ML
1669,EfficientNet,AI/ML
1670,MobileNet,AI/ML
1671,ResNet,AI/ML
1672,DenseNet,AI/ML
1673,Inception,AI/ML
1674,VGG,AI/ML
1675,AlexNet,AI/ML
1676,GoogLeNet,AI/ML
1677,ShuffleNet,AI/ML
1678,SqueezeNet,AI/ML
1679,NASNet,AI/ML
1680,MnasNet,AI/ML
1681,EfficientDet,AI/ML
1682,YOLO,AI/ML
1683,SSD,AI/ML
1684,Faster R-CNN,AI/ML
1685,Mask R-CNN,AI/ML
1686,RetinaNet,AI/ML
1687,FCOS,AI/ML
1688,CenterNet,AI/ML
1689,DETR,AI/ML
1690,PointNet,AI/ML
1691,PointNet++,AI/ML
1692,PointCNN,AI/ML
1693,DGCNN,AI/ML
1694,Graph Convolutional Networks,AI/ML
1695,GCN,AI/ML
1696,Graph Attention Networks,AI/ML
1697,GAT,AI/ML
1698,GraphSAGE,AI/ML
1699,Graph Isomorphism Networks,AI/ML
1700,GIN,AI/ML
1701,Neural Graph Learning,AI/ML
1702,NGL,AI/ML
1703,Knowledge Graph Embeddings,AI/ML
1704,TransE,AI/ML
1705,DistMult,AI/ML
1706,ComplEx,AI/ML
1707,RotatE,AI/ML
1708,ConvE,AI/ML
1709,Node2Vec,AI/ML
1710,DeepWalk,AI/ML
1711,LINE,AI/ML
1712,Graph Autoencoders,AI/ML
1713,Variational Graph Autoencoders,AI/ML
1714,VGAE,AI/ML
1715,Adversarial Graph Autoencoders,AI/ML
1716,AGE,AI/ML
1717,Graph Generative Models,AI/ML
1718,GraphRNN,AI/ML
1719,GraphVAE,AI/ML
1720,MolGAN,AI/ML
1721,Molecular Graph Generation,AI/ML
1722,Drug Discovery,AI/ML
1723,Cheminformatics,AI/ML
1724,Bioinformatics,AI/ML
1725,Genomic Data Analysis,AI/ML
1726,Protein Structure Prediction,AI/ML
1727,AlphaFold,AI/ML
1728,Rosetta,AI/ML
1729,Molecular Dynamics,AI/ML
1730,Quantum Chemistry,AI/ML
1731,Density Functional Theory,AI/ML
1732,DFT,AI/ML
1733,Molecular Docking,AI/ML
1734,Virtual Screening,AI/ML
1735,Pharmacophore Modeling,AI/ML
1736,QSAR,AI/ML
1737,Quantitative Structure-Activity Relationship,AI/ML
1738,Molecular Fingerprints,AI/ML
1739,SMILES,AI/ML
1740,InChI,AI/ML
1741,RDKit,AI/ML
1742,Open Babel,AI/ML
1743,PyMol,AI/ML
1744,Chimera,AI/ML
1745,VMD,AI/ML
1746,GROMACS,AI/ML
1747,AMBER,AI/ML
1748,NAMD,AI/ML
1749,LAMMPS,AI/ML
1750,Quantum Computing,AI/ML
1751,Quantum Machine Learning,AI/ML
1752,QML,AI/ML
1753,Quantum Neural Networks,AI/ML
1754,QNN,AI/ML
1755,Quantum Support Vector Machines,AI/ML
1756,QSVM,AI/ML
1757,Quantum Boltzmann Machines,AI/ML
1758,QBM,AI/ML
1759,Quantum Generative Models,AI/ML
1760,Quantum Variational Circuits,AI/ML
1761,Quantum Error Correction,AI/ML
1762,Quantum Annealing,AI/ML
1763,D-Wave,AI/ML
1764,IBM Q,AI/ML
1765,Rigetti,AI/ML
1766,Google Quantum AI,AI/ML
1767,Quantum Simulators,AI/ML
1768,Qiskit,AI/ML
1769,Cirq,AI/ML
1770,Pennylane,AI/ML
1771,TensorFlow Quantum,AI/ML
1772,TFQ,AI/ML
1773,Quantum Algorithms,AI/ML
1774,Shor's Algorithm,AI/ML
1775,Grover's Algorithm,AI/ML
1776,Quantum Fourier Transform,AI/ML
1777,ML,AI/ML
1778,Neural Networks,AI/ML
1779,Supervised Learning,AI/ML
1780,Unsupervised Learning,AI/ML
1781,Reinforcement Learning,AI/ML
1782,Transfer Learning,AI/ML
1783,Image Recognition,AI/ML
1784,Object Detection,AI/ML
1785,Text Classification,AI/ML
1786,Named Entity Recognition,AI/ML
1787,NER,AI/ML
1788,Topic Modeling,AI/ML
1789,Clustering,AI/ML
1790,Classification,AI/ML
1791,Regression,AI/ML
1792,Decision Trees,AI/ML
1793,Random Forest,AI/ML
1794,Gradient Boosting,AI/ML
1795,XGBoost,AI/ML
1796,LightGBM,AI/ML
1797,CatBoost,AI/ML
1798,Support Vector Machines,AI/ML
1799,SVM,AI/ML
1800,K-Nearest Neighbors,AI/ML
1801,KNN,AI/ML
1802,Naive Bayes,AI/ML
1803,Logistic Regression,AI/ML
1804,Linear Regression,AI/ML
1805,Ridge Regression,AI/ML
1806,Lasso Regression,AI/ML
1807,ElasticNet,AI/ML
1808,Principal Component Analysis,AI/ML
1809,PCA,AI/ML
1810,t-SNE,AI/ML
1811,Dimensionality Reduction,AI/ML
1812,Feature Engineering,AI/ML
1813,Feature Selection,AI/ML
1814,Hyperparameter Tuning,AI/ML
1815,Grid Search,AI/ML
1816,Random Search,AI/ML
1817,Cross-Validation,AI/ML
1818,K-Fold,AI/ML
1819,Stratified K-Fold,AI/ML
1820,Overfitting,AI/ML
1821,Underfitting,AI/ML
1822,Bias-Variance Tradeoff,AI/ML
1823,Regularization,AI/ML
1824,L1 Regularization,AI/ML
1825,L2 Regularization,AI/ML
1826,Dropout,AI/ML
1827,Activation Functions,AI/ML
1828,ReLU,AI/ML
1829,Sigmoid,AI/ML
1830,Tanh,AI/ML
1831,Softmax,AI/ML
1832,Loss Functions,AI/ML
1833,Mean Squared Error,AI/ML
1834,MSE,AI/ML
1835,Cross-Entropy Loss,AI/ML
1836,Hinge Loss,AI/ML
1837,Optimizers,AI/ML
1838,Gradient Descent,AI/ML
1839,Stochastic Gradient Descent,AI/ML
1840,SGD,AI/ML
1841,Adam,AI/ML
1842,RMSprop,AI/ML
1843,Adagrad,AI/ML
1844,Momentum,AI/ML
1845,Learning Rate,AI/ML
1846,Epochs,AI/ML
1847,Batch Size,AI/ML
1848,Mini-Batch,AI/ML
1849,Backpropagation,AI/ML
1850,Forward Propagation,AI/ML
1851,Convolutional Neural Networks,AI/ML
1852,CNN,AI/ML
1853,Recurrent Neural Networks,AI/ML
1854,RNN,AI/ML
1855,Long Short-Term Memory,AI/ML
1856,LSTM,AI/ML
1857,Gated Recurrent Units,AI/ML
1858,GRU,AI/ML
1859,Transformers,AI/ML
1860,Attention Mechanisms,AI/ML
1861,GPT-2,AI/ML
1862,GPT-3,AI/ML
1863,Transformer-XL,AI/ML
1864,Word Embeddings,AI/ML
1865,Word2Vec,AI/ML
1866,GloVe,AI/ML
1867,FastText,AI/ML
1868,TF-IDF,AI/ML
1869,Bag of Words,AI/ML
1870,BoW,AI/ML
1871,Tokenization,AI/ML
1872,Stemming,AI/ML
1873,Lemmatization,AI/ML
1874,Stop Words,AI/ML
1875,N-Grams,AI/ML
1876,Sequence Models,AI/ML
1877,Time Series Analysis,AI/ML
1878,Exponential Smoothing,AI/ML
1879,Prophet,AI/ML
1880,Anomaly Detection,AI/ML
1881,Outlier Detection,AI/ML
1882,Recommender Systems,AI/ML
1883,Collaborative Filtering,AI/ML
1884,Content-Based Filtering,AI/ML
1885,Matrix Factorization,AI/ML
1886,Singular Value Decomposition,AI/ML
1887,SVD,AI/ML
1888,Alternating Least Squares,AI/ML
1889,ALS,AI/ML
1890,Multi-Armed Bandit,AI/ML
1891,Contextual Bandits,AI/ML
1892,Reinforcement Learning Algorithms,AI/ML
1893,Q-Learning,AI/ML
1894,Deep Q-Networks,AI/ML
1895,DQN,AI/ML
1896,Policy Gradients,AI/ML
1897,Actor-Critic,AI/ML
1898,Proximal Policy Optimization,AI/ML
1899,PPO,AI/ML
1900,Monte Carlo Methods,AI/ML
1901,Markov Decision Processes,AI/ML
1902,MDP,AI/ML
1903,Bellman Equation,AI/ML
1904,Value Iteration,AI/ML
1905,Policy Iteration,AI/ML
1906,Exploration vs Exploitation,AI/ML
1907,Epsilon-Greedy,AI/ML
1908,Softmax Exploration,AI/ML
1909,Generative Adversarial Networks,AI/ML
1910,GAN,AI/ML
1911,Autoencoders,AI/ML
1912,Encoder-Decoder,AI/ML
1913,Seq2Seq,AI/ML
1914,Beam Search,AI/ML
1915,Greedy Search,AI/ML
1916,Top-K Sampling,AI/ML
1917,Top-P Sampling,AI/ML
1918,Temperature,AI/ML
1919,Data Augmentation,AI/ML
1920,Image Augmentation,AI/ML
1921,Text Augmentation,AI/ML
1922,Synthetic Data,AI/ML
1923,Transfer Learning Models,AI/ML
1924,Pretrained Models,AI/ML
1925,Fine-Tuning,AI/ML
1926,Zero-Shot Learning,AI/ML
1927,Few-Shot Learning,AI/ML
1928,One-Shot Learning,AI/ML
1929,Meta-Learning,AI/ML
1930,Federated Learning,AI/ML
1931,Differential Privacy,AI/ML
1932,Fairness in AI,AI/ML
1933,Explainable AI,AI/ML
1934,XAI,AI/ML
1935,Model Interpretability,AI/ML
1936,SHAP,AI/ML
1937,LIME,AI/ML
1938,Partial Dependence Plots,AI/ML
1939,PDP,AI/ML
1940,Feature Importance,AI/ML
1941,Model Deployment,AI/ML
1942,Model Serving,AI/ML
1943,Keras,AI/ML
1944,Scikit-Learn,AI/ML
1945,Jupyter Notebook,AI/ML
1946,Google Colab,AI/ML
1947,Kaggle,AI/ML
1948,Big Data,AI/ML
1949,Hadoop,AI/ML
1950,Spark,AI/ML
1951,Hive,AI/ML
1952,Pig,AI/ML
1953,Flink,AI/ML
1954,Data Lakes,AI/ML
1955,Data Warehouses,AI/ML
1956,Data Pipelines,AI/ML
1957,Molecular,AI/ML
1958,Wireframe,UI/UX
1959,Mockup,UI/UX
1960,Prototype,UI/UX
1961,Interaction Design,UI/UX
1962,Visual Design,UI/UX
1963,Information Architecture,UI/UX
1964,IA,UI/UX
1965,Usability,UI/UX
1966,Mobile-First Design,UI/UX
1967,Grid System,UI/UX
1968,Contrast,UI/UX
1969,Hierarchy,UI/UX
1970,Alignment,UI/UX
1971,Proximity,UI/UX
1972,Feedback,UI/UX
1973,Affordance,UI/UX
1974,Mental Model,UI/UX
1975,User Flow,UI/UX
1976,Task Flow,UI/UX
1977,Navigation,UI/UX
1978,Breadcrumbs,UI/UX
1979,Dropdown Menu,UI/UX
1980,Hamburger Menu,UI/UX
1981,Modal,UI/UX
1982,Popup,UI/UX
1983,Tooltip,UI/UX
1984,Accordion,UI/UX
1985,Carousel,UI/UX
1986,Card,UI/UX
1987,Button,UI/UX
1988,Call to Action,UI/UX
1989,CTA,UI/UX
1990,Form,UI/UX
1991,Input Field,UI/UX
1992,Checkbox,UI/UX
1993,Radio Button,UI/UX
1994,Toggle Switch,UI/UX
1995,Slider,UI/UX
1996,Date Picker,UI/UX
1997,Dropdown,UI/UX
1998,Select Menu,UI/UX
1999,Search Bar,UI/UX
2000,Skeleton Screen,UI/UX
2001,Loading Indicator,UI/UX
2002,Progress Bar,UI/UX
2003,Error Message,UI/UX
2004,Success Message,UI/UX
2005,Validation,UI/UX
2006,Onboarding,UI/UX
2007,Walkthrough,UI/UX
2008,Tutorial,UI/UX
2009,Help Center,UI/UX
2010,FAQ,UI/UX
2011,Live Chat,UI/UX
2012,Customer Support,UI/UX
2013,User Research,UI/UX
2014,User Persona,UI/UX
2015,User Journey,UI/UX
2016,Empathy Map,UI/UX
2017,User Story,UI/UX
2018,Use Case,UI/UX
2019,Scenario,UI/UX
2020,Survey,UI/UX
2021,Interview,UI/UX
2022,Focus Group,UI/UX
2023,Card Sorting,UI/UX
2024,Tree Testing,UI/UX
2025,Usability Testing,UI/UX
2026,Heatmap,UI/UX
2027,Click Map,UI/UX
2028,Scroll Map,UI/UX
2029,Eye Tracking,UI/UX
2030,Conversion Rate,UI/UX
2031,Bounce Rate,UI/UX
2032,Retention Rate,UI/UX
2033,Engagement,UI/UX
2034,Churn Rate,UI/UX
2035,Net Promoter Score,UI/UX
2036,NPS,UI/UX
2037,Customer Satisfaction,UI/UX
2038,CSAT,UI/UX
2039,Customer Effort Score,UI/UX
2040,CES,UI/UX
2041,Heuristic Evaluation,UI/UX
2042,Cognitive Walkthrough,UI/UX
2043,Think Aloud,UI/UX
2044,Task Analysis,UI/UX
2045,Contextual Inquiry,UI/UX
2046,Field Study,UI/UX
2047,Ethnography,UI/UX
2048,Diary Study,UI/UX
2049,Remote Testing,UI/UX
2050,Moderated Testing,UI/UX
2051,Unmoderated Testing,UI/UX
2052,Guerrilla Testing,UI/UX
2053,Benchmark Testing,UI/UX
2054,Competitive Analysis,UI/UX
2055,SWOT Analysis,UI/UX
2056,PEST Analysis,UI/UX
2057,Stakeholder Interview,UI/UX
2058,Requirements Gathering,UI/UX
2059,Feature Prioritization,UI/UX
2060,MoSCoW Method,UI/UX
2061,Kano Model,UI/UX
2062,MVP,UI/UX
2063,Minimum Viable Product,UI/UX
2064,Iterative Design,UI/UX
2065,Agile,UI/UX
2066,Scrum,UI/UX
2067,Sprint,UI/UX
2068,Backlog,UI/UX
2069,User Story Mapping,UI/UX
2070,Design Sprint,UI/UX
2071,Design Thinking,UI/UX
2072,Double Diamond,UI/UX
2073,Lean UX,UI/UX
2074,Human-Centered Design,UI/UX
2075,HCD,UI/UX
2076,Inclusive Design,UI/UX
2077,Universal Design,UI/UX
2078,Style Guide,UI/UX
2079,Pattern Library,UI/UX
2080,Component Library,UI/UX
2081,Design Tokens,UI/UX
2082,Typography Scale,UI/UX
2083,Iconography,UI/UX
2084,Illustration,UI/UX
2085,Photography,UI/UX
2086,Microinteraction,UI/UX
2087,Hover State,UI/UX
2088,Active State,UI/UX
2089,Focus State,UI/UX
2090,Disabled State,UI/UX
2091,Error State,UI/UX
2092,Success State,UI/UX
2093,Loading State,UI/UX
2094,Empty State,UI/UX
2095,404 Page,UI/UX
2096,500 Page,UI/UX
2097,Maintenance Page,UI/UX
2098,Coming Soon Page,UI/UX
2099,Landing Page,UI/UX
2100,Homepage,UI/UX
2101,Product Page,UI/UX
2102,Category Page,UI/UX
2103,Checkout Page,UI/UX
2104,Cart Page,UI/UX
2105,Account Page,UI/UX
2106,Dashboard,UI/UX
2107,Settings,UI/UX
2108,Profile,UI/UX
2109,Notification,UI/UX
2110,Inbox,UI/UX
2111,Messaging,UI/UX
2112,Social Media Integration,UI/UX
2113,Sharing,UI/UX
2114,Commenting,UI/UX
2115,Rating,UI/UX
2116,Review,UI/UX
2117,Like,UI/UX
2118,Follow,UI/UX
2119,Subscribe,UI/UX
2120,Download,UI/UX
2121,Upload,UI/UX
2122,Export,UI/UX
2123,Import,UI/UX
2124,Print,UI/UX
2125,Save,UI/UX
2126,Edit,UI/UX
2127,Delete,UI/UX
2128,Undo,UI/UX
2129,Redo,UI/UX
2130,Copy,UI/UX
2131,Paste,UI/UX
2132,Cut,UI/UX
2133,Drag and Drop,UI/UX
2134,Zoom,UI/UX
2135,Pan,UI/UX
2136,Rotate,UI/UX
2137,Sort,UI/UX
2138,Advanced Search,UI/UX
2139,Faceted Search,UI/UX
2140,Predictive Search,UI/UX
2141,Voice Search,UI/UX
2142,Gesture,UI/UX
2143,Swipe,UI/UX
2144,Tap,UI/UX
2145,Double Tap,UI/UX
2146,Long Press,UI/UX
2147,Pinch,UI/UX
2148,Spread,UI/UX
2149,Shake,UI/UX
2150,Tilt,UI/UX
2151,Scroll,UI/UX
2152,Pull to Refresh,UI/UX
2153,Tab Bar,UI/UX
2154,Drawer,UI/UX
2155,Sidebar,UI/UX
2156,Floating Action Button,UI/UX
2157,FAB,UI/UX
2158,Snackbar,UI/UX
2159,Toast,UI/UX
2160,Banner,UI/UX
2161,Alert,UI/UX
2162,Dialog,UI/UX
2163,Fullscreen Modal,UI/UX
2164,Lightbox,UI/UX
2165,Overlay,UI/UX
2166,Footer,UI/UX
2167,Hero Section,UI/UX
2168,Callout,UI/UX
2169,Testimonial,UI/UX
2170,Pricing Table,UI/UX
2171,Feature List,UI/UX
2172,Comparison Table,UI/UX
2173,FAQ Section,UI/UX
2174,Blog,UI/UX
2175,Article,UI/UX
2176,News,UI/UX
2177,Event,UI/UX
2178,Gallery,UI/UX
2179,Portfolio,UI/UX
2180,Team,UI/UX
2181,Contact,UI/UX
2182,Map,UI/UX
2183,Location,UI/UX
2184,Directions,UI/UX
2185,Calendar,UI/UX
2186,Schedule,UI/UX
2187,Booking,UI/UX
2188,Reservation,UI/UX
2189,Payment,UI/UX
2190,Checkout,UI/UX
2191,Invoice,UI/UX
2192,Receipt,UI/UX
2193,Refund,UI/UX
2194,Subscription,UI/UX
2195,Membership,UI/UX
2196,Loyalty Program,UI/UX
2197,Reward,UI/UX
2198,Coupon,UI/UX
2199,Discount,UI/UX
2200,Gift Card,UI/UX
2201,Upsell,UI/UX
2202,Cross-Sell,UI/UX
2203,Recommendation,UI/UX
2204,Customization,UI/UX
2205,RTL,UI/UX
2206,Right-to-Left,UI/UX
2207,LTR,UI/UX
2208,Left-to-Right,UI/UX
2209,High Contrast Mode,UI/UX
2210,Color Blind Mode,UI/UX
2211,Dyslexia Mode,UI/UX
2212,Accessible Rich Internet Applications,UI/UX
2213,Web Content Accessibility Guidelines,UI/UX
